Column,facility_name,facility_type,facility_clean,address,city,county,state,zip,capacity,latitude,longitude,phone_number,other_details,full_address
109,L.A. DOWNTOWN MEDICAL CENTER - INGLESIDE CAMPUS D/P APH,APH,APH,7500 HELLMAN AVE,ROSEMEAD,LOS ANGELES,CA,91770,118,34.069338,-118.1057175,(626) 288-1160,,"7500 HELLMAN AVE, ROSEMEAD, LOS ANGELES, CA, 91770"
110,SOUTHERN CALIFORNIA HOSPITAL AT VAN NUYS D/P APH,APH,APH,14433 EMELITA ST,VAN NUYS,LOS ANGELES,CA,91401,59,34.176816,-118.447677,(818) 787-1511,,"14433 EMELITA ST, VAN NUYS, LOS ANGELES, CA, 91401"
111,KEDREN COMMUNITY MENTAL HEALTH CENTER,APH,APH,4211 AVALON BLVD,LOS ANGELES,LOS ANGELES,CA,90011,72,34.007211,-118.2654315,(323) 553-1009,,"4211 AVALON BLVD, LOS ANGELES, LOS ANGELES, CA, 90011"
112,COLLEGE HOSPITAL,APH,APH,10802 COLLEGE PL,CERRITOS,LOS ANGELES,CA,90703,187,33.884298,-118.1029275,(562) 924-9581,,"10802 COLLEGE PL, CERRITOS, LOS ANGELES, CA, 90703"
113,BROTMAN MEDICAL CENTER D/P APH,APH,APH,3828 DELMAS TER,CULVER CITY,LOS ANGELES,CA,90232,103,34.023222,-118.3969305,(310) 836-7000,,"3828 DELMAS TER, CULVER CITY, LOS ANGELES, CA, 90232"
114,SAINT FRANCIS MEDICAL CENTER D/P APH,APH,APH,3630 E IMPERIAL HWY,LYNWOOD,LOS ANGELES,CA,90262,40,33.929847,-118.2031065,(310) 603-6871,,"3630 E IMPERIAL HWY, LYNWOOD, LOS ANGELES, CA, 90262"
115,VISTA SPECIALTY HOSPITAL OF SAN GABRIEL VALLEY D/P,APH,APH,14148 FRANCISQUITO AVE,BALDWIN PARK,LOS ANGELES,CA,91706,4,34.062876,-117.967608,(626) 338-1101,,"14148 FRANCISQUITO AVE, BALDWIN PARK, LOS ANGELES, CA, 91706"
116,NORTHRIDGE HOSPITAL MEDICAL CENTER D/P APH,APH,APH,18300 ROSCOE BLVD,NORTHRIDGE,LOS ANGELES,CA,91325,40,34.219998,-118.5329295,(818) 885-8500,,"18300 ROSCOE BLVD, NORTHRIDGE, LOS ANGELES, CA, 91325"
117,ANTELOPE VALLEY HOSPITAL D/P APH,APH,APH,1600 W AVENUE J,LANCASTER,LOS ANGELES,CA,93534,30,34.68935389,-118.1585617,(661) 949-5000,,"1600 W AVENUE J, LANCASTER, LOS ANGELES, CA, 93534"
118,GLENDALE ADVENTIST MEDICAL CENTER D/P APH,APH,APH,1509 WILSON TER,GLENDALE,LOS ANGELES,CA,91206,60,34.150779,-118.230615,(818) 409-8000,,"1509 WILSON TER, GLENDALE, LOS ANGELES, CA, 91206"
119,"EMANATE HEALTH INTER-COMMUNITY HOSPITAL, D/P APH",APH,APH,210 W SAN BERNARDINO RD,COVINA,LOS ANGELES,CA,91723,30,34.08804,-117.893412,(626) 331-7331,,"210 W SAN BERNARDINO RD, COVINA, LOS ANGELES, CA, 91723"
120,SAN GABRIEL VALLEY MEDICAL CENTER D/P APH,APH,APH,438 W LAS TUNAS DR,SAN GABRIEL,LOS ANGELES,CA,91776,42,34.100802,-118.1058795,(626) 289-5454,,"438 W LAS TUNAS DR, SAN GABRIEL, LOS ANGELES, CA, 91776"
121,PACIFICA HOSPITAL OF THE VALLEY D/P APH,APH,APH,9449 SAN FERNANDO RD,SUN VALLEY,LOS ANGELES,CA,91352,38,34.240077,-118.396485,(818) 767-3310,,"9449 SAN FERNANDO RD, SUN VALLEY, LOS ANGELES, CA, 91352"
122,GLENDALE MEMORIAL HOSPITAL AND HEALTH CTR. D/P APH,APH,APH,1420 S CENTRAL AVE,GLENDALE,LOS ANGELES,CA,91204,49,34.12840144,-118.2577489,(818) 502-1900,,"1420 S CENTRAL AVE, GLENDALE, LOS ANGELES, CA, 91204"
123,WHITE MEMORIAL MEDICAL CENTER D/P APH,APH,APH,1720 E CESAR E CHAVEZ AVE,LOS ANGELES,LOS ANGELES,CA,90033,33,34.050735,-118.216962,(323) 268-5000,,"1720 E CESAR E CHAVEZ AVE, LOS ANGELES, LOS ANGELES, CA, 90033"
124,ENCINO HOSPITAL MEDICAL CENTER,APH,APH,16237 VENTURA BLVD,ENCINO,LOS ANGELES,CA,91436,13,34.157448,-118.4870655,(818) 995-5000,,"16237 VENTURA BLVD, ENCINO, LOS ANGELES, CA, 91436"
125,HENRY MAYO NEWHALL MEMORIAL HOSPITAL D/P APH,APH,APH,25727 MCBEAN PKWY,VALENCIA,LOS ANGELES,CA,91355,23,34.398918,-118.5526125,(661) 255-8100,,"25727 MCBEAN PKWY, VALENCIA, LOS ANGELES, CA, 91355"
126,BELLFLOWER MEDICAL CENTER D/P APH,APH,APH,9542 ARTESIA BLVD,BELLFLOWER,LOS ANGELES,CA,90706,32,33.87468014,-118.1296831,(562) 925-8355,,"9542 ARTESIA BLVD, BELLFLOWER, LOS ANGELES, CA, 90706"
127,MARINA DEL REY HOSPITAL D/P APH,APH,APH,4650 LINCOLN BLVD,MARINA DEL REY,LOS ANGELES,CA,90292,30,33.981741,-118.4400315,(310) 823-8911,,"4650 LINCOLN BLVD, MARINA DEL REY, LOS ANGELES, CA, 90292"
128,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER SAN PEDRO,APH,APH,1300 W 7TH ST,SAN PEDRO,LOS ANGELES,CA,90732,25,33.738201,-118.3036185,(213) 832-3311,,"1300 W 7TH ST, SAN PEDRO, LOS ANGELES, CA, 90732"
129,HUNTINGTON MEMORIAL HOSPITAL D/P APH,APH,APH,100 W CALIFORNIA BLVD,PASADENA,LOS ANGELES,CA,91105,41,34.133418,-118.152207,(626) 397-5000,,"100 W CALIFORNIA BLVD, PASADENA, LOS ANGELES, CA, 91105"
130,GLENDORA HOSPITAL,APH,APH,150 W ROUTE 66,GLENDORA,LOS ANGELES,CA,91740,63,34.12862393,-117.8661314,(626) 852-5054,,"150 W ROUTE 66, GLENDORA, LOS ANGELES, CA, 91740"
131,VERDUGO HILLS HOSPITAL D/P APH,APH,APH,1812 VERDUGO BLVD,GLENDALE,LOS ANGELES,CA,91208,24,34.205526,-118.2168,(818) 790-7100,,"1812 VERDUGO BLVD, GLENDALE, LOS ANGELES, CA, 91208"
132,"SHERMAN OAKS HOSPITAL AND HEALTH CENTER, D/P APH",APH,APH,4929 VAN NUYS BLVD,SHERMAN OAKS,LOS ANGELES,CA,91403,19,34.160256,-118.4488965,(818) 981-7111,,"4929 VAN NUYS BLVD, SHERMAN OAKS, LOS ANGELES, CA, 91403"
133,MISSION COMMUNITY HOSPITAL-PANORAMA CAMPUS-D/P APH,APH,APH,14850 ROSCOE BLVD,PANORAMA CITY,LOS ANGELES,CA,91402,60,34.220412,-118.456542,(818) 787-2222,,"14850 ROSCOE BLVD, PANORAMA CITY, LOS ANGELES, CA, 91402"
134,THE GUIDANCE CENTER,PSYCHC,PSYCHC,1301 PINE AVE,LONG BEACH,LOS ANGELES,CA,90813,0,33.78323144,-118.1924494,(562) 595-1159,,"1301 PINE AVE, LONG BEACH, LOS ANGELES, CA, 90813"
135,THE MAPLE COUNSELING CENTER,PSYCHC,PSYCHC,9107 WILSHIRE BLVD LOWR LEVEL,BEVERLY HILLS,LOS ANGELES,CA,90210,0,34.067385,-118.39032,(310) 271-9999,,"9107 WILSHIRE BLVD LOWR LEVEL, BEVERLY HILLS, LOS ANGELES, CA, 90210"
136,WRIGHT INSTITUTE LOS ANGELES CLINIC,PSYCHC,PSYCHC,11845 W. OLYMPIC BLVD.,LOS ANGELES,LOS ANGELES,CA,90064,0,34.032906,-118.4517675,(424) 371-5191,,"11845 W. OLYMPIC BLVD., LOS ANGELES, LOS ANGELES, CA, 90064"
137,C G JUNG INSTITUTE - KIEFFER E FRANTZ CLINIC,PSYCHC,PSYCHC,10349 W PICO BLVD,LOS ANGELES,LOS ANGELES,CA,90064,0,34.04736,-118.4155785,(310) 556-1193,,"10349 W PICO BLVD, LOS ANGELES, LOS ANGELES, CA, 90064"
138,1736 FAMILY CRISIS CENTER,PSYCHC,PSYCHC,21707 HAWTHORNE BLVD,TORRANCE,LOS ANGELES,CA,90503,0,33.830622,-118.353015,(310) 543-9900,,"21707 HAWTHORNE BLVD, TORRANCE, LOS ANGELES, CA, 90503"
139,1736 FAMILY CRISIS CENTER LOS ANGELES,PSYCHC,PSYCHC,2116 ARLINGTON AVE,LOS ANGELES,LOS ANGELES,CA,90018,0,34.037406,-118.317474,(323) 737-3900,,"2116 ARLINGTON AVE, LOS ANGELES, LOS ANGELES, CA, 90018"
0,"Horizon Services, Incorporated",RES,RES,3837 Telegraph Avenue,OAKLAND,ALAMEDA,CA,94609,7,37.8271578,-122.2650402,(510) 450-1190 ,Women Only,"3837 Telegraph Avenue, OAKLAND, ALAMEDA COUNTY, CA, 94609"
1,Lifelong Medical Care,RES,RES,2545 San Pablo Avenue,OAKLAND,ALAMEDA,CA,94612,20,37.816263,-122.2754625,(510) 446-7160 ,Women/Children,"2545 San Pablo Avenue, OAKLAND, ALAMEDA COUNTY, CA, 94612"
2,Lifelong Medical Care,NON,NON,2577 San Pablo Avenue,OAKLAND,ALAMEDA,CA,94612,0,37.81702536,-122.275483,(510) 446-7180 ,Co-Ed,"2577 San Pablo Avenue, OAKLAND, ALAMEDA COUNTY, CA, 94612"
3,"Monroe Operations, Llc",DSS,DSS,37455 Palomares Road,CASTRO VALLEY,ALAMEDA,CA,94552,0,37.60557358,-121.9467335,(714) 310-8461 ,Women/Children,"37455 Palomares Road, CASTRO VALLEY, ALAMEDA COUNTY, CA, 94552"
4,"Monroe Operations, Llc",DSS,DSS,920 Happy Valley Road,PLEASANTON,ALAMEDA,CA,94566,0,37.63377191,-121.8735543,(714) 310-8461 ,Youth/Adolescent,"920 Happy Valley Road, PLEASANTON, ALAMEDA COUNTY, CA, 94566"
5,Bi-Bett,RES,RES,1342 East 27Th Street,OAKLAND,ALAMEDA,CA,94606,12,37.79771336,-122.2347982,(510) 535-0611 ,Women/Children,"1342 East 27Th Street, OAKLAND, ALAMEDA COUNTY, CA, 94606"
6,Carnales Unidos Reformando Adictos Incorporate,RES,RES,37437 Glenmoor Drive,FREMONT,ALAMEDA,CA,94536,51,37.550259,-122.0128875,(510) 713-3200 ,Co-Ed,"37437 Glenmoor Drive, FREMONT, ALAMEDA COUNTY, CA, 94536"
7,"The New Bridge Foundation, Inc.",RES-DETOX,RES-DETOX,1816 Scenic Avenue,BERKELEY,ALAMEDA,CA,94709,93,37.87560102,-122.2622911,(510) 548-7270 ,Co-Ed,"1816 Scenic Avenue, BERKELEY, ALAMEDA COUNTY, CA, 94709"
8,"The New Bridge Foundation, Inc.",NON,NON,1777 Le Roy Avenue,BERKELEY,ALAMEDA,CA,94709,0,37.876563,-122.258232,(510) 548-7270 ,Co-Ed,"1777 Le Roy Avenue, BERKELEY, ALAMEDA COUNTY, CA, 94709"
9,"The New Bridge Foundation, Inc.",NON,NON,2323 Hearst Avenue,BERKELEY,ALAMEDA,CA,94709,0,37.8747711,-122.26286,(510) 548-7270 ,Co-Ed,"2323 Hearst Avenue, BERKELEY, ALAMEDA COUNTY, CA, 94709"
10,"The Solidarity Fellowship, Inc.",RES,RES,34401 Blackstone Way,FREMONT,ALAMEDA,CA,94555,14,37.573011,-122.0422995,(510) 796-7120 ,Men Only,"34401 Blackstone Way, FREMONT, ALAMEDA COUNTY, CA, 94555"
11,"Wistar R And R Program, Inc.",RES,RES,9735 Empire Road,OAKLAND,ALAMEDA,CA,94603,6,37.73135732,-122.1928141,(510) 562-8370 ,Men Only,"9735 Empire Road, OAKLAND, ALAMEDA COUNTY, CA, 94603"
12,The Friendship House Association Of American Indians,RES,RES,1818 38Th Avenue,OAKLAND,ALAMEDA,CA,94601,9,37.77773254,-122.2176393,(510) 535-7100 ,Women/Children,"1818 38Th Avenue, OAKLAND, ALAMEDA COUNTY, CA, 94601"
13,Women On The Way Recovery Center,RES,RES,20424 Haviland Avenue,HAYWARD,ALAMEDA,CA,94541,10,37.68046613,-122.1056191,(510) 698-6688 ,Co-Ed,"20424 Haviland Avenue, HAYWARD, ALAMEDA COUNTY, CA, 94541"
14,Terra Firma Diversion/Educational Services,NON,NON,30086 Mission Boulevard,HAYWARD,ALAMEDA,CA,94544,0,37.62640287,-122.0429499,(510) 675-9362 ,Co-Ed,"30086 Mission Boulevard, HAYWARD, ALAMEDA COUNTY, CA, 94544"
15,"Magnolia Women'S Recovery Programs, Inc.",RES,RES,682 Briergate Way,HAYWARD,ALAMEDA,CA,94544,6,37.62608801,-122.0388962,(510) 535-1346 ,Women/Children,"682 Briergate Way, HAYWARD, ALAMEDA COUNTY, CA, 94544"
16,"Magnolia Women'S Recovery Programs, Inc.",RES,RES,3408 Andover Street,OAKLAND,ALAMEDA,CA,94606,10,37.822239,-122.2637445,(510) 547-1531 ,Women/Children,"3408 Andover Street, OAKLAND, ALAMEDA COUNTY, CA, 94606"
17,"Native American Health Center, Inc.",NON,NON,3124 International Boulevard,OAKLAND,ALAMEDA,CA,94601,0,37.77788366,-122.2262675,(510) 434-5421 ,Co-Ed,"3124 International Boulevard, OAKLAND, ALAMEDA COUNTY, CA, 94601"
18,Brother And Sister Partnership,NON,NON,4049 1St Street,LIVERMORE,ALAMEDA,CA,94551,0,37.69343776,-121.7483636,(925) 292-5583 ,Co-Ed,"4049 1St Street, LIVERMORE, ALAMEDA COUNTY, CA, 94551"
19,Cal-Pep,NON,NON,2811 Adeline Street,OAKLAND,ALAMEDA,CA,94608,0,37.820583,-122.2826265,(510) 874-7850 ,Co-Ed,"2811 Adeline Street, OAKLAND, ALAMEDA COUNTY, CA, 94608"
20,The Alliance For Community Wellness,NON,NON,1315 Fruitvale Avenue,OAKLAND,ALAMEDA,CA,94601,0,37.77707394,-122.2261393,(510) 300-3170 ,Women/Youth,"1315 Fruitvale Avenue, OAKLAND, ALAMEDA COUNTY, CA, 94601"
21,The Alliance For Community Wellness,RES,RES,425 Vernon Street,OAKLAND,ALAMEDA,CA,94610,20,37.81677989,-122.2535063,(510) 465-4569 ,Men Only,"425 Vernon Street, OAKLAND, ALAMEDA COUNTY, CA, 94610"
22,St. Mary'S Center,NON,NON,925 Brockhurst Street,OAKLAND,ALAMEDA,CA,94608,0,37.82343048,-122.2766753,(510) 923-9600 ,Co-Ed,"925 Brockhurst Street, OAKLAND, ALAMEDA COUNTY, CA, 94608"
23,Lifelong Medical Care,NON,NON,22971 Sutro Street,HAYWARD,ALAMEDA,CA,94541,0,37.6650696,-122.0835851,(510) 728-8600 ,Co-Ed,"22971 Sutro Street, HAYWARD, ALAMEDA COUNTY, CA, 94541"
24,Alameda Health System,NON,NON,1411 E 31St Street,OAKLAND,ALAMEDA,CA,94602,0,37.79917496,-122.2311953,(510) 437-5122 ,Co-Ed,"1411 E 31St Street, OAKLAND, ALAMEDA COUNTY, CA, 94602"
25,"Horizon Services, Incorporated",RES,RES,3845 Telegraph Avenue,OAKLAND,ALAMEDA,CA,94609,17,37.82739123,-122.2649789,(510) 784-5874 ,Co-Ed,"3845 Telegraph Avenue, OAKLAND, ALAMEDA COUNTY, CA, 94609"
26,Alameda Health System,NON,NON,2070 Clinton Ave,ALAMEDA,ALAMEDA,CA,94501,0,37.76326152,-122.2536832,(510) 332-8568 ,Co-Ed,"2070 Clinton Ave, ALAMEDA, ALAMEDA COUNTY, CA, 94501"
27,"Horizon Services, Incorporated",RES-DETOX,RES-DETOX,2035 Fairmont Drive,SAN LEANDRO,ALAMEDA,CA,94578,32,37.71012869,-122.1217562,(510) 346-7833 ,Co-Ed,"2035 Fairmont Drive, SAN LEANDRO, ALAMEDA COUNTY, CA, 94578"
28,Skyway House,RES,RES,3105 Esplanade,CHICO,BUTTE,CA,95973,20,39.76734956,-121.8720274,(530) 342-3046 ,Co-Ed,"3105 Esplanade, CHICO, BUTTE COUNTY, CA, 95973"
29,Skyway House,NON,NON,292 Connors Court,CHICO,BUTTE,CA,95926,0,39.75818241,-121.8574355,(530) 898-9424 ,Co-Ed,"292 Connors Court, CHICO, BUTTE COUNTY, CA, 95926"
30,Healthright 360,NON,NON,33440 Alvarado Niles Road,UNION CITY,ALAMEDA,CA,94587,0,37.59183359,-122.0376622,(510) 474-7414 ,Co-Ed,"33440 Alvarado Niles Road, UNION CITY, ALAMEDA COUNTY, CA, 94587"
31,Therapeutic Solutions Professional Corporation,NON,NON,3255 Esplanade,CHICO,BUTTE,CA,95973-0255,0,39.772332,-121.878846,(530) 899-3150 ,Co-Ed,"3255 Esplanade, CHICO, BUTTE COUNTY, CA, 95973-0255"
32,"Community Action Agency Of Butte County, Inc.",NON,NON,181 East Shasta Avenue,CHICO,BUTTE,CA,95973-0523,0,39.76480171,-121.8669557,(530) 712-2600 X845,Co-Ed,"181 East Shasta Avenue, CHICO, BUTTE COUNTY, CA, 95973-0523"
33,Elijah House Foundation,NON,NON,2167 Montgomery Street,OROVILLE,BUTTE,CA,95965,0,39.51466881,-121.5536804,(530) 854-4119 ,Men Only,"2167 Montgomery Street, OROVILLE, BUTTE COUNTY, CA, 95965"
34,Kiana Chapman,RES,RES,2740 Oro Dam Blvd. E,OROVILLE,BUTTE,CA,95966,40,39.50882178,-121.5438361,(530) 533-5272 ,Men Only,"2740 Oro Dam Blvd. E, OROVILLE, BUTTE COUNTY, CA, 95966"
35,Sierra Health And Wellness Centers Llc,RES-DETOX,RES-DETOX,40 Coyote Moon Trail,BANGOR,BUTTE,CA,95914,12,39.399147,-121.4133435,(530) 854-4119 ,Co-Ed,"40 Coyote Moon Trail, BANGOR, BUTTE COUNTY, CA, 95914"
36,Kiana Chapman,NON,NON,1881 Robinson Street,OROVILLE,BUTTE,CA,95965,0,39.51182098,-121.5560123,(530) 693-4290 ,Co-Ed,"1881 Robinson Street, OROVILLE, BUTTE COUNTY, CA, 95965"
37,"Northern Valley Indian Health, Inc.",NON,NON,845 West East Avenue,CHICO,BUTTE,CA,95926-2002,0,39.74773535,-121.8764157,(530) 934-4641 ,Co-Ed,"845 West East Avenue, CHICO, BUTTE COUNTY, CA, 95926-2002"
38,"Turning Point Of Arnold, Llc",RES,RES,1194 Cedar Street,ARNOLD,CALAVERAS,CA,95223,12,38.25701172,-120.3516706,(209) 822-3117 ,Co-Ed,"1194 Cedar Street, ARNOLD, CALAVERAS COUNTY, CA, 95223"
39,"The Lakes Treatment Center, Inc.",RES-DETOX,RES-DETOX,88 Sanguinetti Court,COPPEROPOLIS,CALAVERAS,CA,95228,6,37.91553983,-120.5986916,(209) 768-5871 ,Co-Ed,"88 Sanguinetti Court, COPPEROPOLIS, CALAVERAS COUNTY, CA, 95228"
40,County Of Colusa Department Of Behavioral Health,NON,NON,162 E Carson Street,COLUSA,COLUSA,CA,95932-2880,0,39.20588935,-122.0061569,(530) 458-0520 ,Co-Ed,"162 E Carson Street, COLUSA, COLUSA COUNTY, CA, 95932-2880"
41,"Changing Echoes, Inc.",RES-DETOX,RES-DETOX,7632 Pool Station Road,ANGELS CAMP,CALAVERAS,CA,95222,30,38.09786899,-120.6598853,(209) 785-3667 ,Co-Ed,"7632 Pool Station Road, ANGELS CAMP, CALAVERAS COUNTY, CA, 95222"
42,Bi-Bett,RES-DETOX,RES-DETOX,2090 Commerce Avenue,CONCORD,CONTRA COSTA,CA,94520,20,37.97572895,-122.0467369,(925) 676-2580 ,Men Only,"2090 Commerce Avenue, CONCORD, CONTRA COSTA COUNTY, CA, 94520"
43,"The Lakes Treatment Center, Inc.",RES-DETOX,RES-DETOX,7260 O'Byrnes Ferry Road,COPPEROPOLIS,CALAVERAS,CA,95228,76,37.8963242,-120.5733002,(209) 325-8526 ,Co-Ed,"7260 O'Byrnes Ferry Road, COPPEROPOLIS, CALAVERAS COUNTY, CA, 95228"
44,Bi-Bett,RES-DETOX,RES-DETOX,2931 Prospect Avenue,CONCORD,CONTRA COSTA,CA,94518,15,37.97173552,-122.0259867,(925) 676-4840 ,Women Only,"2931 Prospect Avenue, CONCORD, CONTRA COSTA COUNTY, CA, 94518"
45,Bi-Bett,RES-DETOX,RES-DETOX,2 Davi Avenue,PITTSBURG,CONTRA COSTA,CA,94565,39,38.024352,-121.891419,(925) 427-1384 ,Women/Children,"2 Davi Avenue, PITTSBURG, CONTRA COSTA COUNTY, CA, 94565"
46,Ujima Family Recovery Services,RES,RES,904 Mellus Street,MARTINEZ,CONTRA COSTA,CA,94553,12,38.01590631,-122.1327929,(925) 229-0230 ,Women/Children,"904 Mellus Street, MARTINEZ, CONTRA COSTA COUNTY, CA, 94553"
47,"Alhambra Valley Retreat, Llc",RES,RES,77 Quail Lane,MARTINEZ,CONTRA COSTA,CA,94553,6,37.96156902,-122.1343049,(925) 286-7342 ,Men Only,"77 Quail Lane, MARTINEZ, CONTRA COSTA COUNTY, CA, 94553"
48,Bi-Bett,RES,RES,11540 Marsh Creek Road,CLAYTON,CONTRA COSTA,CA,94517,58,37.897983,-121.8654765,(925) 672-5700 ,Men Only,"11540 Marsh Creek Road, CLAYTON, CONTRA COSTA COUNTY, CA, 94517"
49,Ujima Family Recovery Services,RES,RES,1901 Church Lane,SAN PABLO,CONTRA COSTA,CA,94806,12,37.957464,-122.341788,(510) 236-3134 ,Women/Children,"1901 Church Lane, SAN PABLO, CONTRA COSTA COUNTY, CA, 94806"
50,Ujima Family Recovery Services,NON,NON,12960 San Pablo Avenue,RICHMOND,CONTRA COSTA,CA,94805,0,37.94871654,-122.331428,(510) 215-2280 ,Women Only,"12960 San Pablo Avenue, RICHMOND, CONTRA COSTA COUNTY, CA, 94805"
51,Ujima Family Recovery Services,RES,RES,1916 Church Lane,SAN PABLO,CONTRA COSTA,CA,94806,3,37.95746313,-122.3414322,(510) 236-3134 ,Co-Ed,"1916 Church Lane, SAN PABLO, CONTRA COSTA COUNTY, CA, 94806"
52,Contra Costa County Health Services Department,RES,RES,4645 Pacheco Boulevard,MARTINEZ,CONTRA COSTA,CA,94553,40,38.00367717,-122.0847985,(925) 646-9270 ,Men Only,"4645 Pacheco Boulevard, MARTINEZ, CONTRA COSTA COUNTY, CA, 94553"
53,R.E.A.C.H. Project,NON,NON,3385 Main Street,OAKLEY,CONTRA COSTA,CA,94561,0,37.997442,-121.71537,(925) 754-3673 ,Youth/Adolescent,"3385 Main Street, OAKLEY, CONTRA COSTA COUNTY, CA, 94561"
54,R.E.A.C.H. Project,NON,NON,1915 D Street,ANTIOCH,CONTRA COSTA,CA,94509-2571,0,38.00383849,-121.8099985,(925) 754-3673 ,Co-Ed,"1915 D Street, ANTIOCH, CONTRA COSTA COUNTY, CA, 94509-2571"
55,"J. Cole Recovery Homes, Inc.",RES,RES,1408 A Street,ANTIOCH,CONTRA COSTA,CA,94509,16,38.00775044,-121.806063,(925) 978-2873 ,Men Only,"1408 A Street, ANTIOCH, CONTRA COSTA COUNTY, CA, 94509"
56,Sierra Health And Wellness Centers Llc,RES-DETOX,RES-DETOX,2449 Pacheco Street,CONCORD,CONTRA COSTA,CA,94520,22,37.98022683,-122.0315654,(530) 854-4119 ,Co-Ed,"2449 Pacheco Street, CONCORD, CONTRA COSTA COUNTY, CA, 94520"
57,Diablo Valley Drug And Alcohol Services Inc.,NON-DETOX,NON-DETOX,100 Park Place,SAN RAMON,CONTRA COSTA,CA,94583,0,37.77231436,-121.9898318,(925) 289-1430 ,Co-Ed,"100 Park Place, SAN RAMON, CONTRA COSTA COUNTY, CA, 94583"
58,Ujima Family Recovery Services,NON,NON,180 East Leland Road,PITTSBURG,CONTRA COSTA,CA,94565,0,38.01161888,-121.8891158,(925) 427-9100 ,Co-Ed,"180 East Leland Road, PITTSBURG, CONTRA COSTA COUNTY, CA, 94565"
59,R.E.A.C.H. Project,NON,NON,101 Sandcreek Road,BRENTWOOD,CONTRA COSTA,CA,94513,0,37.94679966,-121.6981062,(925) 666-8460 ,Co-Ed/Youth,"101 Sandcreek Road, BRENTWOOD, CONTRA COSTA COUNTY, CA, 94513"
60,"Westcare California, Inc.",RES-DETOX,RES-DETOX,208 23Rd Street,RICHMOND,CONTRA COSTA,CA,94804,25,37.93449868,-122.3475401,(559) 251-4800 ,Men Only,"208 23Rd Street, RICHMOND, CONTRA COSTA COUNTY, CA, 94804"
61,"Sky Lake Recovery Center, Llc",RES-DETOX,RES-DETOX,586 Glorene Avenue,SOUTH LAKE TAHOE,EL DORADO,CA,96150,70,38.92011573,-120.0213424,(831) 453-1029 ,Co-Ed,"586 Glorene Avenue, SOUTH LAKE TAHOE, EL DORADO COUNTY, CA, 96150"
62,Elda,NON,NON,2334 Buchanan Road,ANTIOCH,CONTRA COSTA,CA,94509,0,37.999152,-121.839516,(925) 303-7310 ,Co-Ed,"2334 Buchanan Road, ANTIOCH, CONTRA COSTA COUNTY, CA, 94509"
63,"Progress House, Inc.",RES,RES,838 Beach Court,LOTUS,EL DORADO,CA,95651,24,38.80769431,-120.9071196,(530) 626-7252 ,Men Only,"838 Beach Court, LOTUS, EL DORADO COUNTY, CA, 95651"
64,"Progress House, Inc.",NON,NON,2844 Coloma Street,PLACERVILLE,EL DORADO,CA,95667,0,38.73242059,-120.8065749,(530) 642-1715 ,Co-Ed,"2844 Coloma Street, PLACERVILLE, EL DORADO COUNTY, CA, 95667"
65,"Progress House, Inc.",RES,RES,5494 Pony Express Trail,CAMINO,EL DORADO,CA,95709,16,38.74967572,-120.6163954,(530) 644-3758 ,Women/Children,"5494 Pony Express Trail, CAMINO, EL DORADO COUNTY, CA, 95709"
66,"My Time Recovery, Llc",RES-DETOX,RES-DETOX,1107 W. Rialto Avenue,FRESNO,FRESNO,CA,93705,6,36.802593,-119.8244565,(559) 231-2700 ,Co-Ed,"1107 W. Rialto Avenue, FRESNO, FRESNO COUNTY, CA, 93705"
67,"Progress House, Inc.",RES,RES,5607 Mount Murphy Road,GARDEN VALLEY,EL DORADO,CA,95633,20,38.83702206,-120.8761431,(530) 333-9460 ,Men Only,"5607 Mount Murphy Road, GARDEN VALLEY, EL DORADO COUNTY, CA, 95633"
68,"My Time Recovery, Llc",RES-DETOX,RES-DETOX,1015 E. Indianapolis Avenue,FRESNO,FRESNO,CA,93704,6,36.79946218,-119.7981476,(559) 930-7123 ,Co-Ed,"1015 E. Indianapolis Avenue, FRESNO, FRESNO COUNTY, CA, 93704"
69,"My Time Recovery, Llc",NON,NON,83  East Shaw Avenue,FRESNO,FRESNO,CA,93710,0,36.80841452,-119.788722,(559) 231-2700 ,Co-Ed,"83  East Shaw Avenue, FRESNO, FRESNO COUNTY, CA, 93710"
70,Shamanic Living Center,NON,NON,484 Pleasant Valley Road,DIAMOND SPRINGS,EL DORADO,CA,95619,0,38.69380588,-120.8180349,(530) 344-7633 ,Co-Ed,"484 Pleasant Valley Road, DIAMOND SPRINGS, EL DORADO COUNTY, CA, 95619"
71,South Lake Tahoe Recovery And Rehabilitation Llc,NON,NON,2494 Lake Tahoe Blvd,LAKE TAHOE,EL DORADO,CA,96150,0,38.9240365,-119.9881125,(831) 453-1026 ,Co-Ed,"2494 Lake Tahoe Blvd, LAKE TAHOE, EL DORADO COUNTY, CA, 96150"
72,"Fresno County Hispanic Commission On Alcohol And Drug Abuse Services, Inc.",RES,RES,1414 West Kearney Boulevard,FRESNO,FRESNO,CA,93706,12,36.72868135,-119.8279082,(559) 485-0501 ,Men Only,"1414 West Kearney Boulevard, FRESNO, FRESNO COUNTY, CA, 93706"
73,"Sierra Tribal Consortium, Inc.",RES-DETOX,RES-DETOX,610 West Mckinley Avenue,FRESNO,FRESNO,CA,93728,22,36.76481384,-119.8191186,(559) 445-2691 ,Co-Ed,"610 West Mckinley Avenue, FRESNO, FRESNO COUNTY, CA, 93728"
